,Cell Line,Significant Events,dpsi_dshap_concordance,FET OR,FET P-Value
0,HepG2,30,56.666666666666664,1.7142857142857142,0.7152491865522346
1,K562,1117,45.12085944494181,1.1547765248781214,0.3328752290253242
