Data Partition	Model	Cell Line	RBP Pair	Position	Same Pos. PPI Mean	Single Binders Mean	PPI - Single: Mean	Same Pos. PPI Std Dev	Single Binders Std Dev	PPI - Single Std Dev	Same Pos. PPI Rows	Single Binders Rows
test	xgboost	K562	EWSR1-HNRNPK	3	0.5	0.6641603391079985	-0.16416033910799854	0.5	0.3516570426838058	0.14834295731619418	3	5426
test	xgboost	K562	CSTF2T-TAF15	1	0.5	0.6723026109660574	-0.17230261096605737	0.5	0.36399090222171815	0.13600909777828185	3	1915
test	xgboost	K562	RBFOX2-SF3B4	5	0.5017177009155646	0.6883753367651304	-0.18665763584956585	0.3992579986713593	0.35813720924084774	0.04112078943051156	983	41572
test	xgboost	HepG2	QKI-RBFOX2	4	0.3685409090909091	0.5594364699627857	-0.19089556087187665	0.2676989797554129	0.35127803148073267	-0.08357905172531976	330	9405
test	xgboost	K562	CSTF2T-NONO	5	0.45555205479452054	0.6664356824453406	-0.21088362765082003	0.42129243388041093	0.34281504131276386	0.07847739256764708	730	4711
test	xgboost	K562	HNRNPK-LARP4	2	0.5992489270386266	0.827340420210105	-0.22809149317147837	0.13699345664954976	0.27252648629583925	-0.1355330296462895	233	1999
test	xgboost	K562	PTBP1-ZC3H8	3	0.4317806919642857	0.6896570298234935	-0.2578763378592078	0.30416740035191	0.31323118744507134	-0.009063787093161357	896	1643
test	xgboost	HepG2	PTBP1-QKI	4	0.20119444444444445	0.4603768644874644	-0.25918242004301995	0.2905264993514306	0.35061701965054515	-0.06009052029911455	36	6302
test	xgboost	K562	RBM22-TIA1	5	0.4188001355013551	0.6981745198749443	-0.2793743843735892	0.38031660785673105	0.36180779394198725	0.018508813914743794	738	8956
test	xgboost	K562	PCBP1-RBFOX2	4	0.41117564402810297	0.6934590878604964	-0.2822834438323934	0.19072238400932814	0.36408520554832735	-0.1733628215389992	427	4473
test	xgboost	K562	EWSR1-NONO	4	0.4396613995485327	0.7500536898839137	-0.310392290335381	0.4126889645610057	0.34238581053963113	0.07030315402137455	443	2412
test	xgboost	K562	PCBP1-RBFOX2	3	0.3852701711491442	0.7195683593750001	-0.3342981882258559	0.14839459020522452	0.31944601634610464	-0.17105142614088012	409	6400
test	xgboost	K562	MBNL1-RBFOX2	4	0.24951834862385325	0.5850797888386123	-0.3355614402147591	0.29643130028863146	0.368205065993627	-0.07177376570499555	218	3315
test	xgboost	K562	RBFOX2-SF3B4	2	0.3277831932773109	0.67726048691279	-0.349477293635479	0.40028256545675467	0.3633402700079201	0.036942295448834594	595	43745
test	xgboost	HepG2	HNRNPK-PCBP1	3	0.41684	0.789556112224449	-0.372716112224449	0.4890382533537057	0.24397673355597108	0.24506151979773463	75	4491
test	xgboost	HepG2	RBFOX2-SF3B4	2	0.3213146853146854	0.7024286221410821	-0.38111393682639677	0.43870184089579345	0.33494585332101984	0.10375598757477361	143	19719
test	xgboost	HepG2	HNRNPK-PCBP1	2	0.4511904761904762	0.8816973493975905	-0.4305068732071143	0.49243638876534657	0.18784403016844498	0.3045923585969016	42	2075
test	xgboost	K562	RBM22-TIA1	6	0.298978021978022	0.744407009694258	-0.445428987716236	0.45631704324520245	0.36601824374470665	0.0902987995004958	91	6705
test	xgboost	K562	GTF2F1-PCBP1	4	0.3858655256723717	0.833719877675841	-0.4478543520034693	0.14810837979821037	0.22233182858746084	-0.07422344878925047	409	3270
test	xgboost	HepG2	HNRNPK-LARP4	5	0.29020625	0.805411681914145	-0.515205431914145	0.1748561258308271	0.2901878311191493	-0.1153317052883222	160	5684
test	xgboost	HepG2	RBM15-SRSF9	6	0.04181300813008129	0.5599325824873096	-0.5181195743572283	0.026920602626891825	0.393043995413514	-0.36612339278662215	123	3152
test	xgboost	HepG2	CSTF2T-SFPQ	5	0.12725	0.6600685899322932	-0.5328185899322933	0.10862811176977472	0.3710261645195811	-0.2623980527498064	16	3397
test	xgboost	K562	CSTF2T-TAF15	4	0.007585714285714288	0.5817204120747483	-0.574134697789034	0.01724924794365971	0.33188531126343684	-0.3146360633197771	35	2087
test	xgboost	K562	EWSR1-RBM15	3	0.23914835164835177	0.8144916029109908	-0.575343251262639	0.22661955998870653	0.29519956116360563	-0.0685800011748991	91	5359
test	xgboost	K562	CSTF2T-TAF15	3	0.007585714285714288	0.6372033922063359	-0.6296176779206216	0.01724924794365971	0.3437804714231973	-0.32653122347953756	35	3567
test	xgboost	K562	QKI-RBFOX2	3	0.019177419354838698	0.6766024618585298	-0.657425042503691	0.0168579155835251	0.34094996458439847	-0.32409204900087335	62	5768
test	xgboost	HepG2	PCBP2-RBFOX2	1	0.017724489795918362	0.7622285896211397	-0.7445040998252214	0.012322938140791292	0.34627066558516567	-0.3339477274443744	49	3141
test	xgboost	K562	MBNL1-RBFOX2	1	0.04587209302325582	0.9028782178217821	-0.8570061247985263	0.1667328235254026	0.1465989027813293	0.020133920744073303	43	1515
