Data Partition	Model	Cell Line	RBP Pair	Position	Same Pos. PPI Mean	Single Binders Mean	PPI - Single: Mean	Same Pos. PPI Std Dev	Single Binders Std Dev	PPI - Single Std Dev	Same Pos. PPI Rows	Single Binders Rows
test	xgboost	K562	PTBP1-ZC3H8	4	0.9998333333333335	0.7282260765550239	0.27160725677830955	0.0002886751345947811	0.3695800040141554	-0.3692913288795606	3	836
test	xgboost	K562	PCBP1-QKI	3	0.9630166666666666	0.6925122276029055	0.2705044390637611	0.03207500426931235	0.28555618893421075	-0.2534811846648984	90	4130
test	xgboost	K562	PCBP1-RBFOX2	6	0.9920714285714287	0.7242736660929433	0.2677977624784854	0.006922103869346522	0.3537991914067107	-0.3468770875373642	105	3486
test	xgboost	K562	HNRNPK-QKI	5	0.9834999999999999	0.7245979715600167	0.2589020284399832	0.011800423721205943	0.3150302807297793	-0.30322985700857336	5	4782
test	xgboost	K562	EWSR1-NONO	6	0.7808932432432433	0.5251709145427286	0.2557223287005147	0.24172450125518524	0.37552645648957034	-0.1338019552343851	370	2001
test	xgboost	HepG2	PCBP1-RBFOX2	6	0.9843242009132424	0.7289320330969268	0.2553921678163156	0.031066588865520234	0.33698403367211593	-0.3059174448065957	219	3384
test	xgboost	K562	IGF2BP2-PTBP1	2	0.944842105263158	0.6911409143518519	0.25370119091130616	0.22881755545458163	0.3782566969880321	-0.14943914153345048	19	6912
test	xgboost	HepG2	PCBP1-RBFOX2	3	0.8697702020202019	0.6191605630442562	0.2506096389759458	0.07669409186412297	0.330883692287453	-0.25418960042333005	198	8383
test	xgboost	K562	EWSR1-RBM15	2	0.9944186046511624	0.7446313561884031	0.24978724846275924	0.01021724163255784	0.3311410097318046	-0.3209237680992468	43	16539
test	xgboost	K562	APOBEC3C-PCBP1	6	0.9987857142857142	0.7492652528207272	0.24952046146498696	0.0010745984853711183	0.34323687042436674	-0.3421622719389956	7	4786
test	xgboost	HepG2	FUBP3-LARP4	6	0.999625	0.7513082270316755	0.24831677296832444	0.0004787135538781647	0.31922995725930664	-0.31875124370542846	4	6977
test	xgboost	K562	IGF2BP2-PTBP1	3	0.9933181818181821	0.7461744415243102	0.24714374029387187	0.003607441803222378	0.3044181343242191	-0.30081069252099674	11	4566
test	xgboost	K562	PCBP1-QKI	5	0.9834999999999999	0.7426154295733489	0.240884570426651	0.011800423721205943	0.30487621224929073	-0.2930757885280848	5	3422
test	xgboost	K562	CSTF2T-EWSR1	1	0.9012076023391812	0.6603487593540763	0.24085884298510485	0.22371205074324185	0.36417074394047083	-0.14045869319722898	171	2539
test	xgboost	K562	DDX42-U2AF2	4	0.989904761904762	0.7492745953553834	0.24063016654937852	0.029109972109063856	0.3224162894038519	-0.29330631729478807	21	14210
test	xgboost	HepG2	HNRNPK-U2AF2	1	0.98802688172043	0.7481800159925369	0.23984686572789304	0.011016629128029755	0.33274390687047795	-0.3217272777424482	93	15007
test	xgboost	K562	HNRNPK-PCBP1	1	0.9857638888888888	0.7461458257382427	0.23961806315064604	0.04508794006819467	0.303624245726342	-0.25853630565814734	72	2743
test	xgboost	HepG2	HNRNPK-LARP4	6	0.9903023255813953	0.7559892594261679	0.2343130661552274	0.009519490992096999	0.34599689899461467	-0.3364774080025177	43	6657
test	xgboost	K562	CSTF2T-NONO	2	0.8479465317919077	0.6146354806739346	0.23331105111797312	0.1870532575502718	0.34251179342875104	-0.15545853587847924	692	5045
test	xgboost	HepG2	PCBP2-RBFOX2	3	0.8433345534407027	0.6116552128258017	0.23167934061490103	0.11944551024914496	0.3373333205187768	-0.21788781026963183	683	10666
test	xgboost	K562	HNRNPK-U2AF2	1	0.9652613636363637	0.740485668577523	0.22477569505884076	0.030739053380812082	0.34060023570345577	-0.3098611823226437	44	7501
test	xgboost	K562	CPSF6-RBM15	2	0.9655307017543858	0.740909152044996	0.22462154970938986	0.052858396788094196	0.3311989630390138	-0.27834056625091963	114	16357
test	xgboost	HepG2	U2AF1-U2AF2	1	0.9679551282051281	0.7435462074978204	0.22440892070730767	0.03868074813658019	0.33567233516644357	-0.2969915870298634	546	13764
test	xgboost	K562	U2AF1-U2AF2	1	0.9304135581061693	0.7079664742037622	0.22244708390240708	0.16778474491813802	0.35489540475602704	-0.18711065983788902	1394	5369
test	xgboost	K562	IGF2BP1-PTBP1	2	0.9971764705882354	0.7781978092783505	0.21897866130988497	0.002555271368114521	0.3435669890303512	-0.3410117176622367	17	10088
test	xgboost	HepG2	PCBP1-PTBP1	5	0.9994285714285713	0.7814183201058201	0.2180102513227512	0.00064620617265886	0.2864832825599468	-0.28583707638728795	14	1512
test	xgboost	HepG2	QKI-RBFOX2	5	0.8844881889763778	0.6697887531592249	0.2146994358171529	0.11803072830570527	0.3205851083807814	-0.20255438007507615	254	9496
test	xgboost	K562	RBFOX2-SF3B4	1	0.9611425339366513	0.7471376264867744	0.21400490744987688	0.10783557053936323	0.3512656343881396	-0.2434300638487764	221	22532
test	xgboost	HepG2	PCBP1-RBFOX2	2	0.9884269662921348	0.7843972371967655	0.20402972909536932	0.010163591035529095	0.2673996920576349	-0.2572361010221058	89	4452
test	xgboost	HepG2	HNRNPK-PCBP1	6	0.9043484042553193	0.7017607052896725	0.20258769896564677	0.05299227718536211	0.35177297478392305	-0.29878069759856096	188	2382
test	xgboost	K562	MBNL1-RBFOX2	3	0.8421082474226803	0.6420460060667341	0.2000622413559462	0.12963672505686655	0.35022642158486084	-0.2205896965279943	291	4945
test	xgboost	K562	PUM2-QKI	6	0.987281818181818	0.787996199239848	0.19928561894197006	0.010018854279678949	0.33040212818939585	-0.3203832739097169	55	4999
test	xgboost	K562	GTF2F1-PCBP1	3	0.9517410714285715	0.7548020664869721	0.19693900494159933	0.0531197432859914	0.25353418964911695	-0.20041444636312555	112	5565
test	xgboost	K562	CSTF2T-EWSR1	4	0.783306338028169	0.592802102210946	0.19050423581722298	0.28253252503191795	0.3602059790373146	-0.07767345400539666	426	2759
test	xgboost	HepG2	HNRNPK-IGF2BP3	3	0.9963035714285713	0.8067611275964391	0.18954244383213215	0.0024279975201124027	0.2417534857838834	-0.23932548826377098	28	4718
test	xgboost	HepG2	HNRNPK-IGF2BP3	5	0.9969473684210527	0.813442831215971	0.18350453720508164	0.0056981837672730445	0.27037173083194366	-0.2646735470646706	19	3857
test	xgboost	K562	FXR1-FXR2	6	0.9896239911958913	0.8068716117513391	0.18275237944455214	0.018530208013456003	0.32148499829799965	-0.30295479028454364	1363	6161
test	xgboost	HepG2	SF3B4-TAF15	3	0.9832750000000002	0.8057333358582033	0.17754166414179695	0.01914176681610413	0.28496180050102093	-0.2658200336849168	20	13202
test	xgboost	K562	CSTF2T-EWSR1	3	0.7724284023668639	0.5991554654811716	0.17327293688569234	0.303044551997998	0.35622186424252283	-0.05317731224452482	845	3824
test	xgboost	HepG2	HNRNPK-PCBP1	5	0.9875727272727273	0.8161349413298566	0.17143778594287062	0.010745777144473967	0.28446628254714396	-0.27372050540267	110	3068
test	xgboost	HepG2	SRSF1-TAF15	4	0.997375	0.8287020827840759	0.16867291721592415	0.0026887109674836097	0.252968471216736	-0.25027976024925236	4	3793
test	xgboost	K562	FXR1-FXR2	5	0.959808209959623	0.7978778653295128	0.16193034463011025	0.16467659811748045	0.31226665910846285	-0.1475900609909824	743	4188
test	xgboost	HepG2	RBM22-TIA1	4	0.9954354838709676	0.8354718015665796	0.15996368230438796	0.007532974108858419	0.3092320327935954	-0.301699058684737	31	3830
test	xgboost	K562	CPSF6-RBM15	3	0.9967727272727274	0.8406653086419752	0.15610741863075217	0.0036149940274060885	0.28853478614282985	-0.28491979211542373	11	4050
test	xgboost	K562	U2AF1-U2AF2	3	0.8134796094198736	0.657986418047882	0.15549319137199158	0.3266298548571231	0.3495741156394385	-0.02294426078231543	1741	6516
test	xgboost	HepG2	HNRNPK-PCBP1	1	0.9369500000000001	0.7821924379232507	0.1547575620767494	0.22088797470306312	0.28782840510296287	-0.06694043039989975	20	1772
test	xgboost	K562	EWSR1-NONO	2	0.9412997762863535	0.7894418604651163	0.1518579158212372	0.06244267020820066	0.27212007509892033	-0.20967740489071968	447	3698
