Data Partition	Model	Cell Line	RBP Pair	Position	RBP 1 Same Pos. PPI Mean	RBP 1 Single Binders Mean	RBP 1 PPI - Single: Mean	RBP 2 Same Pos. PPI Mean	RBP 2 Single Binders Mean	RBP 2 PPI - Single: Mean	Same Pos. PPI Rows	Single Binders Rows
test	xgboost	K562	PUM2-RBFOX2	3	0.40127465	0.08704003535438808	0.3142346146456119	0.08699173	0.10075360814555794	-0.013761878145557932	4	5583
test	xgboost	K562	QKI-RBFOX2	1	0.0047700009999999985	0.004645882305499399	0.0001241186945005997	0.0021151719	0.002772066094328818	-0.0006568941943288177	38	1662
test	xgboost	K562	QKI-RBFOX2	3	6.30909652258064e-05	0.001217574127865135	-0.0011544831626393286	0.15883458000000003	0.09611993772557732	0.06271464227442271	62	5768
test	xgboost	K562	QKI-RBFOX2	5	0.01191181	0.005507468149630164	0.006404341850369836	6.884071e-05	0.0030957669466307076	-0.0030269262366307077	5	5397
test	xgboost	K562	RBFOX2-SF3B4	1	0.0002951431672398192	0.00025990313207547005	3.5240035164349156e-05	0.05430755242986428	0.07233409189295713	-0.01802653946309285	221	22532
test	xgboost	K562	RBFOX2-SF3B4	2	0.025518949230252098	0.002999213656587625	0.022519735573664473	0.02802347509663863	0.03525654548183495	-0.007233070385196317	595	43745
test	xgboost	K562	RBFOX2-SF3B4	3	0.10112101034159274	0.020986991684152453	0.08013401865744028	0.11527038883276455	0.20893475142607462	-0.09366436259331007	879	24604
test	xgboost	K562	RBFOX2-SF3B4	4	0.22313573313075508	0.02349659347864813	0.19963913965210695	0.15597399712338858	0.6435749660626039	-0.48760096893921534	543	23020
test	xgboost	K562	RBFOX2-SF3B4	5	0.003968490957651577	0.0015330265870310176	0.0024354643706205594	0.08929256075116988	0.10100589269273116	-0.01171333194156128	983	41572
test	xgboost	K562	RBFOX2-SF3B4	6	0.4304776694117647	0.008340423899903948	0.4221372455118607	0.012788108492810459	0.021995953075131486	-0.009207844582321028	153	36741
test	xgboost	K562	RBM22-TIA1	1	0.003002167832664756	0.003689507149691585	-0.0006873393170268288	0.06712522296561603	0.060220259541701786	0.006904963423914244	349	7451
test	xgboost	K562	RBM22-TIA1	2	0.001257636918581907	0.003419639831677857	-0.00216200291309595	0.06968366694963322	0.010129516747120615	0.05955415020251261	409	12063
test	xgboost	K562	RBM22-TIA1	3	0.0014132969094139479	0.0003535507848876355	0.0010597461245263123	0.06228979472813238	0.046662624770441884	0.0156271699576905	423	7287
test	xgboost	K562	RBM22-TIA1	4	0.5631667162307692	0.150860904074632	0.41230581215613715	0.0772800864	0.05647270110073074	0.02080738529926926	260	7541
test	xgboost	K562	RBM22-TIA1	5	0.1026023136693767	0.03706751799919049	0.0655347956701862	0.045759834699999995	0.02612422026392651	0.019635614436073486	738	8956
test	xgboost	K562	RBM22-TIA1	6	0.03477804230549449	0.020238332407919463	0.01453970989757503	0.002492345640659342	0.0022595876570322146	0.00023275798362712733	91	6705
test	xgboost	K562	U2AF1-U2AF2	1	0.1858642982403156	0.03392422983294796	0.15194006840736765	0.024831687453939745	0.017086973798922888	0.007744713655016857	1394	5369
test	xgboost	K562	U2AF1-U2AF2	2	0.0011692239773695347	0.0012706188543245502	-0.00010139487695501543	0.019941316107441473	0.0198949378844836	4.637822295787408e-05	4254	10517
test	xgboost	K562	U2AF1-U2AF2	3	0.16142888336728317	0.014748205038243404	0.14668067832903978	0.03940053156427341	0.04442761513042511	-0.0050270835661517035	1741	6516
test	xgboost	K562	U2AF1-U2AF2	4	0.014478562253868088	0.0023153629824081983	0.01216319927145989	0.053135673881797234	0.04801784164760113	0.005117832234196103	3472	11490
test	xgboost	K562	U2AF1-U2AF2	5	0.08484189598276787	0.006192394693402865	0.078649501289365	0.020984325369151784	0.023372682110004536	-0.002388356740852752	2240	11026
test	xgboost	K562	U2AF1-U2AF2	6	0.12536059096815177	0.011552123059949945	0.11380846790820183	0.0429207925749094	0.05215994380093848	-0.009239151226029085	4691	11607
