Data Partition	Model	Cell Line	RBP Pair	Position	RBP 1 Same Pos. PPI Mean	RBP 1 Single Binders Mean	RBP 1 PPI - Single: Mean	RBP 2 Same Pos. PPI Mean	RBP 2 Single Binders Mean	RBP 2 PPI - Single: Mean	Same Pos. PPI Rows	Single Binders Rows
test	xgboost	K562	CPSF6-RBM15	6	0.06789109626086956	0.0029171166376857228	0.06497397962318384	0.06823331769565219	0.06994984321597497	-0.0017165255203227814	46	13903
test	xgboost	K562	CSTF2T-EWSR1	1	0.004047986769538014	0.00011137410982801496	0.003936612659709999	0.059457997865497096	0.0049273853772091375	0.05453061248828796	171	2539
test	xgboost	K562	CSTF2T-EWSR1	2	0.030801742335505613	0.01604245287225301	0.014759289463252601	0.010119987879213482	0.0033465836206038983	0.006773404258609584	445	3573
test	xgboost	K562	CSTF2T-EWSR1	3	0.003858314447065091	0.001799642583099697	0.002058671863965394	0.15734101839053255	0.036374924587735356	0.12096609380279719	845	3824
test	xgboost	K562	CSTF2T-EWSR1	4	0.27173313150234746	0.1942688821842334	0.07746424931811405	0.026521384266431924	0.021559637722033346	0.004961746544398578	426	2759
test	xgboost	K562	CSTF2T-EWSR1	5	0.07138659120477574	0.0071515791171714044	0.06423501208760433	6.351448645730828e-05	2.2780753424806202e-05	4.0733733032502073e-05	691	3483
test	xgboost	K562	CSTF2T-EWSR1	6	0.001039816316008403	0.0015647392174079873	-0.0005249229013995842	0.0007041031828781503	6.24611522855915e-05	0.0006416420305925589	476	1978
test	xgboost	K562	CSTF2T-NONO	1	0.0009397621462478386	0.0002639167485555556	0.000675845397692283	0.0020840705451873206	0.011775666158642806	-0.009691595613455485	347	2682
test	xgboost	K562	CSTF2T-NONO	2	0.04332473983092485	0.017190747905272547	0.026133991925652304	0.08182877513554916	0.0859549979110216	-0.004126222775472435	692	5045
test	xgboost	K562	CSTF2T-NONO	3	0.005428955110403226	0.0014788521401616775	0.003950102970241548	0.0012877940312096773	0.004111896799925881	-0.0028241027687162037	372	4996
test	xgboost	K562	CSTF2T-NONO	4	0.2264029744221107	0.17858970291290607	0.04781327150920461	0.27542330336683446	0.15898471537020778	0.11643858799662668	199	3417
test	xgboost	K562	CSTF2T-NONO	5	0.011697913068753422	0.013968827952545108	-0.0022709148837916863	0.006142877414493141	0.0031629583740386334	0.0029799190404545075	730	4711
test	xgboost	K562	CSTF2T-NONO	6	0.001216554144094293	0.0010277448399402017	0.0001888093041540913	0.018589483222580642	0.011438425958842929	0.007151057263737713	403	3077
test	xgboost	K562	CSTF2T-TAF15	1	0.102809384	0.0003310211046073108	0.1024783628953927	4.569099499999999e-05	0.00010687807274516973	-6.118707774516974e-05	3	1915
test	xgboost	K562	CSTF2T-TAF15	2	0.0028716542	0.02122947016547884	-0.01835781596547884	0.0	0.0	0.0	7	3143
test	xgboost	K562	CSTF2T-TAF15	3	0.002105371267142857	0.001960934690687693	0.00014443657645516394	0.002517814977142858	0.0001551931922167088	0.0023626217849261493	35	3567
test	xgboost	K562	CSTF2T-TAF15	4	0.36648588857142833	0.30470776689487306	0.061778121676555275	0.00010932006657142845	5.574965765884042e-06	0.00010374510080554442	35	2087
test	xgboost	K562	CSTF2T-TAF15	5	0.08513477085714286	0.02136653415251895	0.0637682367046239	0.0	0.0	0.0	7	3430
test	xgboost	K562	CSTF2T-TAF15	6	0.0004912124657142857	0.001753651478517647	-0.0012624390128033612	0.0	0.0	0.0	7	2040
test	xgboost	K562	DDX42-RBFOX2	3	0.0	0.0	0.0	0.11017716743999997	0.12236118826334429	-0.012184020823344313	25	4566
