Data Partition	Model	Cell Line	RBP Pair	Position	Same Pos. PPI Rows	Single Binders Rows	Actual PSI Mean - PPI 	Actual PSI Mean - Single Binders	Actual PSI Mean Difference: PPI vs Single Binders	Actual PSI Std Dev - PPI	Actual PSI Std Dev - Single Binders	Actual PSI Std Dev Difference: PPI vs Single Binders	Global SHAP RBP 1 - PPI	Global SHAP RBP 1 - Single Binders	Global SHAP RBP 1 Difference: PPI vs Single Binders	Global SHAP RBP 2 - PPI	Global SHAP RBP 2 - Single Binders	Global SHAP RBP 2 Difference: PPI vs Single Binders	Local SHAP: RBP 1 PPI vs RBP 1 Only Welch's T-test Stat	Local SHAP: RBP 1 PPI vs RBP 1 Only Welch's T-test P-value	Local SHAP: RBP 1 PPI vs RBP 1 Only Mann Whitney U Stat	Local SHAP: RBP 1 PPI vs RBP 1 Only Mann Whitney U P-value	Local SHAP: RBP 2 PPI vs RBP 2 Only Welch's T-test Stat	Local SHAP: RBP 2 PPI vs RBP 2 Only Welch's T-test P-value	Local SHAP: RBP 2 PPI vs RBP 2 Only Mann Whitney U Stat	Local SHAP: RBP 2 PPI vs RBP 2 Only Mann Whitney U P-value	PPI vs Single Binders PSI Welch's T-test Stat	PPI vs Single Binders PSI Welch's T-test P-value	PPI vs Single Binders PSI Welch's T-test FDR BH	PPI vs Single Binders PSI Mann Whitney U Stat	PPI vs Single Binders PSI Mann Whitney U P-value	PPI vs Single Binders PSI Mann Whitney U FDR BH
test	xgboost	HepG2	HNRNPK-PCBP1	2	42	2075	0.4511904761904762	0.8816973493975905	-0.4305068732071143	0.49243638876534657	0.18784403016844498	0.3045923585969016	0.04070204983333333	0.025689983962212046	0.015012065871121284	0.27623796166666653	0.14157083185367228	0.13466712981299425	7.752634023938811	1.0859010898510968e-10	28595.0	2.1214478328218432e-14	-5.570739432314895	1.3856357120717726e-06	14140.0	1.3085139179560325e-07	-5.657388180535574	1.3039299895843007e-06	1.6699454252570868e-06	31032.5	0.0013840749158878203	0.0017420253251691532
test	xgboost	HepG2	HNRNPK-PCBP1	3	75	4491	0.41684	0.789556112224449	-0.372716112224449	0.4890382533537057	0.24397673355597108	0.24506151979773463	0.13835962583999997	0.07834939197189934	0.06001023386810063	0.10610007933333326	0.010098085002138277	0.09600199433119498	-5.355152032903305	9.045122105596045e-07	107150.0	3.500342190514224e-05	14.312275096737494	8.818384145401299e-40	19467.0	0.722764142121093	-6.5866602463486545	5.570537465742963e-09	7.600920280359557e-09	133483.5	0.0020354918379069946	0.002518489901139163
test	xgboost	HepG2	HNRNPK-PCBP1	4	33	2496	0.9942878787878786	0.6604242788461538	0.33386359994172476	0.005312176906396148	0.35878566579985843	-0.3534734888934623	0.08533923290909087	0.03714724078602564	0.048191992123065235	0.34208602	0.05476757272628848	0.28731844727371153	-24.88510992921615	1.254591455830551e-22	2026.0	1.116875978568747e-20	13.708007179700449	3.775864025663863e-36	15345.0	4.768355385323887e-24	46.108960002154795	0.0	0.0	75654.5	1.3198583441604513e-16	2.7140749048933226e-16
test	xgboost	HepG2	HNRNPK-PCBP1	5	110	3068	0.9875727272727273	0.8161349413298566	0.17143778594287062	0.010745777144473967	0.28446628254714396	-0.27372050540267	0.1538083608181817	0.021081884267309326	0.13272647655087236	0.00014028194981818192	5.5197420167209924e-05	8.5084529650972e-05	-19.707703096336854	6.760854826861491e-38	28630.5	2.3472389391650813e-47	-10.677446884260684	6.274098614651202e-23	11789.0	3.949195384539546e-08	32.73622856719367	8.840458951073775e-203	3.226767517141928e-202	272763.0	3.747983335549545e-28	1.3680139174755839e-27
test	xgboost	HepG2	HNRNPK-PCBP1	6	188	2382	0.9043484042553193	0.7017607052896725	0.20258769896564677	0.05299227718536211	0.35177297478392305	-0.29878069759856096	0.2450840347127659	0.19271347679149456	0.05237055792127135	0.00010187828874468085	4.039496405486986e-05	6.148332468981099e-05	-9.74964420889767	2.8199067094378876e-21	67397.0	4.6246158686111276e-38	2.2484196626494337	0.024849719995044567	17108.0	5.463757047322918e-61	24.770951697987066	8.430635262755236e-118	2.2793939784486378e-117	253459.5	0.002553129815526039	0.003106307942223347
test	xgboost	HepG2	HNRNPK-QKI	3	231	7107	0.692926406926407	0.693604685521317	-0.0006782785949100978	0.16559331073600755	0.33994763706937753	-0.17435432633336997	0.0834612851731602	0.048778583632146766	0.03468270154101344	0.18946870653679637	0.09016933310688702	0.09929937342990935	7.1949216557878035	7.416706037986669e-13	471022.5	0.06424564830940496	-3.9629302133395354	7.740806064337581e-05	337398.5	0.0031504017070795864	-0.05838408517811169	0.9534819338489662	0.9600576713237866	650759.0	7.953278192909024e-08	1.1611786161647175e-07
test	xgboost	HepG2	HNRNPK-U2AF2	1	93	15007	0.98802688172043	0.7481800159925369	0.23984686572789304	0.011016629128029755	0.33274390687047795	-0.3217272777424482	0.06345220050537641	0.005978965615714666	0.057473234889661745	0.06263587755161291	0.028899616178903176	0.03373626137270974	3.9443030874893767	0.0001553299252925701	62801.5	0.0028922089871031157	-6.463230262638759	4.73692245282106e-09	552630.5	0.01735551860897029	81.39618996441652	0.0	0.0	1147729.5	6.922465158919778e-27	2.4063807457197327e-26
test	xgboost	HepG2	HNRNPK-U2AF2	2	23	32664	0.8740869565217391	0.7294658033308842	0.1446211531908549	0.11660243761816484	0.33185663799108217	-0.21525420037291731	0.16859427608695657	0.002061258630270968	0.1665330174566856	0.014533097565217392	0.047049474109466506	-0.03251637654424912	-11.89830706288628	3.009069710444868e-11	675.0	1.5238523969653273e-14	12.971017279895216	5.205999032932584e-12	639699.0	5.510832745900932e-10	5.931344101505713	5.464141429837422e-06	6.937083902228379e-06	401449.5	0.5682620199169557	0.5761545479713578
test	xgboost	HepG2	HNRNPK-U2AF2	3	366	26768	0.6265710382513661	0.6876303235206216	-0.061059285269255525	0.4412208161888683	0.3492908047993046	0.09193001138956375	0.14799387739071024	0.01290569877834678	0.13508817861236347	0.05805434780792343	0.05340723199073166	0.004647115817191766	-22.83996308574318	3.8025346497476827e-75	220746.5	5.92364038768541e-100	27.5495631751135	3.717575411270318e-101	6063229.0	2.9695073613915845e-46	-2.63623103863096	0.008735013026909256	0.010121523031180567	4731694.5	0.26228736659371543	0.2774355609184879
test	xgboost	HepG2	HNRNPK-U2AF2	5	43	31893	0.9974651162790699	0.6572265857711723	0.34023853050789754	0.0030205552722676545	0.35417027569376436	-0.3511497204214967	0.12217006776744185	0.0028763485943534882	0.11929371917308837	0.14433894753488372	0.12909494528932305	0.015244002245560662	-6.816772155936435	2.6066743567463812e-08	38846.0	5.162134791133805e-05	3.668226604391155	0.0006817304156972036	919319.5	9.205357250158916e-08	167.1126996810626	0.0	0.0	1317788.0	1.281859115445079e-25	3.898988142812115e-25
test	xgboost	HepG2	PCBP1-PTBP1	3	72	2816	0.3927222222222222	0.5434778053977273	-0.15075558317550508	0.48491748890766284	0.3429726528839143	0.14194483602374852	0.1057533177777777	0.016158521059945672	0.08959479671783203	0.21764022652777765	0.2562099412806356	-0.038569714752857975	14.194948954756958	4.937203909141758e-39	18151.0	0.40681232092074826	30.047370014196005	1.0391769409478312e-154	123340.5	2.9433369478836287e-13	-2.621271610298637	0.010658445350155112	0.012253015914351547	80414.5	0.0026981998485141718	0.003255679156058422
test	xgboost	HepG2	PCBP1-RBFOX2	2	89	4452	0.9884269662921348	0.7843972371967655	0.20402972909536932	0.010163591035529095	0.2673996920576349	-0.2572361010221058	0.2507745680898879	0.06377734633486523	0.18699722175502267	0.006782876743820231	0.028667527846729157	-0.021884651102908926	-9.585437061643029	1.3187091233959367e-20	51322.5	0.36059450975187424	-14.82168311677355	3.726626870878582e-48	95101.5	4.802683647533701e-08	49.165304804642865	0.0	0.0	342861.0	3.083281034939561e-32	1.2861686602890741e-31
