Cell Line	Model	RBP Pair	Position	PPI Category	R2 Value	# Unique Graphs	% Unique Graphs
HepG2	xgboost	RBFOX2-SF3B4	6	Single Binders	0.1499329604603209	13755	3.633582704621822
K562	xgboost	CPSF6-RBM15	4	Single Binders	0.1490219506393229	9310	2.4061137515474336
HepG2	xgboost	HNRNPK-PCBP1	2	Same Pos. PPI	0.1489518462093833	42	0.011094909021746022
HepG2	linear	U2AF1-U2AF2	3	Single Binders	0.14814941732059328	22636	5.97962763372007
HepG2	linear	HNRNPK-QKI	3	Single Binders	0.1459402426361538	7107	1.8774171051797375
HepG2	xgboost	QKI-RBFOX2	4	Same Pos. PPI	0.14372152901537827	330	0.08717428517086159
K562	xgboost	CSTF2T-NONO	4	Single Binders	0.14351815740922713	3417	0.8831031889406639
K562	linear	U2AF1-U2AF2	2	Same Pos. PPI	0.14240390939135006	4254	1.0994208269691494
K562	xgboost	CSTF2T-EWSR1	4	Single Binders	0.14092250984195798	2759	0.7130470290568602
HepG2	linear	U2AF1-U2AF2	5	Single Binders	0.1395483152892456	29738	7.855723916397219
K562	xgboost	HNRNPK-PCBP1	4	Single Binders	0.13650798334170788	3921	1.0133589709793218
HepG2	xgboost	PCBP1-RBFOX2	3	Single Binders	0.13597877311981166	8383	2.2144910078404023
HepG2	linear	U2AF1-U2AF2	4	Single Binders	0.133130582575667	35401	9.351687482829307
HepG2	xgboost	PCBP2-RBFOX2	3	Single Binders	0.13114363996075828	10666	2.817578562522454
HepG2	linear	HNRNPK-LARP4	6	Neither	0.13000443732848477	179914	47.52689194615271
K562	linear	HNRNPK-PCBP1	4	Single Binders	0.12999465520607922	3921	1.0133589709793218
K562	xgboost	CSTF2T-NONO	5	Same Pos. PPI	0.12857130377396053	730	0.188664128746469
HepG2	linear	RBM22-TIA1	6	Neither	0.1285522024749306	180207	47.60429214480441
HepG2	linear	U2AF1-U2AF2	3	Neither	0.12468951463043176	181312	47.89619391787654
HepG2	linear	U2AF1-U2AF2	5	Neither	0.12455122056147938	181221	47.872154948329424
HepG2	linear	FUBP3-U2AF2	4	Neither	0.12450214147998573	181364	47.909930471903465
HepG2	linear	FUBP3-RBFOX2	6	Neither	0.12432776253216338	180950	47.80056636868911
HepG2	linear	HNRNPK-LARP4	3	Neither	0.12417333150933307	181229	47.874268264333566
HepG2	linear	HNRNPK-IGF2BP3	6	Neither	0.12411477123314096	180901	47.78762230816374
HepG2	linear	RBFOX2-SF3B4	2	Neither	0.12409852121567766	177790	46.96580654705298
HepG2	linear	PCBP2-RBFOX2	1	Neither	0.12401114136780156	181051	47.82724698324141
HepG2	linear	U2AF1-U2AF2	1	Neither	0.12389196645781608	181375	47.91283628140916
HepG2	linear	SF3B4-TAF15	3	Neither	0.12384088370884627	181404	47.92049705192418
HepG2	linear	HNRNPK-PCBP1	1	Neither	0.12383894478233715	181407	47.92128954542573
HepG2	linear	SF3B4-TAF15	5	Neither	0.1238386595414207	181407	47.92128954542573
HepG2	linear	HNRNPK-IGF2BP3	3	Neither	0.12383795972696487	181397	47.91864790042055
HepG2	linear	HNRNPK-U2AF2	1	Neither	0.12383767402209289	181408	47.92155370992624
HepG2	linear	QKI-RBFOX2	4	Neither	0.12383767402209267	181408	47.92155370992624
HepG2	linear	RBFOX2-SF3B4	3	Neither	0.12383767402209267	181408	47.92155370992624
HepG2	linear	HNRNPK-PCBP1	6	Neither	0.12383767402209267	181408	47.92155370992624
HepG2	linear	HNRNPK-U2AF2	2	Neither	0.12383767402209267	181408	47.92155370992624
HepG2	linear	PCBP1-RBFOX2	3	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	PCBP1-RBFOX2	6	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	PCBP2-RBFOX2	3	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	PCBP2-QKI	5	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	PCBP2-QKI	3	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	HNRNPK-U2AF2	5	Neither	0.12383767402209256	181408	47.92155370992624
HepG2	linear	RBFOX2-SF3B4	5	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	PCBP1-RBFOX2	2	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	HNRNPK-PCBP1	3	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	QKI-RBFOX2	5	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	HNRNPK-PCBP1	2	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	HNRNPK-QKI	3	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	QKI-RBFOX2	3	Neither	0.12383767402209234	181408	47.92155370992624
HepG2	linear	HNRNPK-U2AF2	3	Neither	0.12383767402209223	181408	47.92155370992624
HepG2	linear	PCBP2-RBFOX2	5	Neither	0.12383767402209211	181408	47.92155370992624
HepG2	linear	HNRNPK-PCBP1	5	Neither	0.12383299930106684	181406	47.92102538092521
HepG2	linear	U2AF1-U2AF2	4	Neither	0.12382371116914026	181333	47.90174137238741
HepG2	linear	QKI-RBFOX2	1	Neither	0.12377951582980329	181027	47.82090703522898
HepG2	linear	HNRNPK-LARP4	5	Neither	0.12377338264930682	180900	47.78735814366322
HepG2	linear	HNRNPK-PCBP1	4	Neither	0.12374318917017135	181351	47.90649633339673
HepG2	linear	PCBP1-PTBP1	3	Neither	0.1235314834879242	181255	47.88113654134703
HepG2	linear	RBFOX2-SF3B4	6	Neither	0.12351994873882888	179474	47.410659565924895
HepG2	linear	HNRNPK-LARP4	4	Neither	0.12347316288008436	180727	47.741657685073655
HepG2	linear	HNRNPK-IGF2BP3	4	Neither	0.12329375121691155	181120	47.845474333777126
HepG2	linear	U2AF1-U2AF2	2	Neither	0.12309374363792713	181148	47.85287093979163
HepG2	linear	PTBP1-QKI	4	Neither	0.1230073272082447	181237	47.87638158033771
HepG2	linear	RBM22-TIA1	4	Neither	0.12266716016858359	180474	47.67482406644265
HepG2	linear	RBM15-SRSF9	6	Neither	0.12236275015187736	180907	47.78920729516685
HepG2	linear	RBFOX2-SF3B4	1	Neither	0.12198014913608868	179369	47.38292229337053
HepG2	linear	RBFOX2-SF3B4	4	Neither	0.121581008583033	179352	47.37843149686173
HepG2	linear	RBM22-TIA1	2	Neither	0.12147420360484651	177952	47.00860119613686
HepG2	linear	U2AF1-U2AF2	6	Neither	0.12090618040527001	174033	45.97334051860775
HepG2	linear	RBM22-TIA1	5	Neither	0.12081748188020591	178888	47.255859168621484
K562	xgboost	U2AF1-U2AF2	2	Same Pos. PPI	0.12056355262025387	4254	1.0994208269691494
HepG2	linear	U2AF1-U2AF2	2	Single Binders	0.1200249287390851	27866	7.361207971427968
K562	xgboost	U2AF1-U2AF2	1	Single Binders	0.11950829434449273	5369	1.3875859003284823
HepG2	linear	U2AF1-U2AF2	6	Same Pos. PPI	0.11808080398440868	2845	0.7515480039730341
HepG2	xgboost	HNRNPK-LARP4	6	Single Binders	0.11719572301200687	6657	1.7585430799467443
K562	xgboost	EWSR1-NONO	4	Same Pos. PPI	0.11708178609909059	443	0.11449069730778874
HepG2	linear	U2AF1-U2AF2	1	Single Binders	0.11593015787025918	13764	3.635960185126482
HepG2	linear	U2AF1-U2AF2	6	Single Binders	0.11479038822844545	26694	7.0516071768211495
HepG2	linear	HNRNPK-PCBP1	6	Single Binders	0.11437778746746674	2382	0.6292398402333101
HepG2	linear	SF3B4-TAF15	5	Single Binders	0.11322034243221457	15860	4.189648978211713
HepG2	xgboost	RBFOX2-SF3B4	2	Single Binders	0.11135558154081837	19719	5.209059785709757
K562	linear	CSTF2T-NONO	3	Single Binders	0.10873735973623944	4996	1.2911862838593962
K562	xgboost	HNRNPK-U2AF2	5	Single Binders	0.10869761445617898	14618	3.777934567145046
HepG2	linear	FUBP3-U2AF2	4	Single Binders	0.10706675570289359	39650	10.47412244552928
K562	xgboost	CSTF2T-TAF15	4	Single Binders	0.10613561130272986	2087	0.5393726530053161
K562	xgboost	DDX42-U2AF2	4	Single Binders	0.10598048106897662	14210	3.672489410256609
K562	xgboost	U2AF1-U2AF2	3	Single Binders	0.10592557594922591	6516	1.684021182071222
HepG2	xgboost	HNRNPK-PCBP1	4	Single Binders	0.10565741163083175	2496	0.659354593292335
HepG2	xgboost	RBM22-TIA1	5	Single Binders	0.10526130374724219	9369	2.474957205350916
K562	linear	RBM22-TIA1	1	Single Binders	0.10500571066593212	7451	1.9256663332738913
HepG2	linear	QKI-RBFOX2	3	Single Binders	0.10446867830967532	11125	2.9388300682601067
K562	xgboost	PTBP1-ZC3H8	6	Single Binders	0.10187870600222859	678	0.17522504012343287
K562	linear	IGF2BP2-PCBP1	6	Single Binders	0.10150665759086275	7039	1.819187400337528
K562	xgboost	FMR1-FXR2	1	Single Binders	0.10114971120863336	3025	0.7817931362439298
K562	xgboost	FXR1-FXR2	5	Same Pos. PPI	0.10072210918483548	743	0.19202390090222807
K562	xgboost	CSTF2T-NONO	6	Same Pos. PPI	0.09778376774843911	403	0.10415293682853016
K562	linear	FXR1-FXR2	5	Single Binders	0.09778204496014764	4188	1.082363522178373
K562	xgboost	CSTF2T-EWSR1	2	Single Binders	0.09768191402856397	3573	0.9234204548097723
K562	linear	IGF2BP2-PCBP1	1	Single Binders	0.09237896015637581	4073	1.0526424608005045
HepG2	xgboost	RBM22-TIA1	6	Single Binders	0.09192862290814963	6093	1.6095543016547265
K562	xgboost	U2AF1-U2AF2	5	Single Binders	0.09070541531288345	11026	2.8496036761076264
K562	xgboost	RBFOX2-SF3B4	5	Same Pos. PPI	0.08987975194128672	983	0.2540504637777795
HepG2	xgboost	FUBP3-RBFOX2	6	Single Binders	0.08842942581023205	4956	1.3091992645660304
K562	linear	EWSR1-NONO	3	Same Pos. PPI	0.08829579925061937	672	0.17367437605154407
HepG2	linear	HNRNPK-U2AF2	3	Same Pos. PPI	0.08753462792719802	366	0.09668420718950105
K562	linear	RBFOX2-SF3B4	2	Single Binders	0.08547212856179875	43745	11.305633304129161
K562	xgboost	EWSR1-NONO	3	Same Pos. PPI	0.08306695552452792	672	0.17367437605154407
HepG2	xgboost	QKI-RBFOX2	4	Single Binders	0.08152977531869088	9405	2.4844671273695553
HepG2	xgboost	HNRNPK-PCBP1	3	Same Pos. PPI	0.08012899241791216	75	0.019812337538832183
K562	linear	PCBP1-RBFOX2	6	Single Binders	0.07991720982247852	3486	0.900935825767385
K562	linear	HNRNPK-LARP4	2	Single Binders	0.0778509218324498	1999	0.5166295799509473
K562	linear	EWSR1-NONO	6	Single Binders	0.07620954184856321	2001	0.5171464679749103
K562	xgboost	IGF2BP2-PCBP1	6	Same Pos. PPI	0.07546796218741325	589	0.15222352305708253
K562	linear	IGF2BP2-PCBP1	2	Same Pos. PPI	0.0748828022751945	413	0.1067373769483448
K562	linear	U2AF1-U2AF2	6	Same Pos. PPI	0.07434751152621288	4691	1.2123608602050495
HepG2	linear	HNRNPK-LARP4	6	Single Binders	0.07414118959005389	6657	1.7585430799467443
HepG2	linear	RBM15-SRSF9	6	Single Binders	0.07392010727348097	3152	0.8326465056319873
K562	xgboost	EWSR1-NONO	2	Single Binders	0.0735268123828936	3698	0.9557259563074553
HepG2	linear	PCBP2-RBFOX2	5	Single Binders	0.0724447440932443	9223	2.4363891882753226
K562	xgboost	CSTF2T-EWSR1	5	Same Pos. PPI	0.07147705740287447	691	0.1785848122791919
K562	xgboost	FMR1-FXR2	3	Same Pos. PPI	0.06896084555455051	1440	0.3721593772533087
HepG2	xgboost	HNRNPK-IGF2BP3	3	Single Binders	0.06887288087298793	4718	1.246328113442803
K562	linear	U2AF1-U2AF2	6	Single Binders	0.06877556137132801	11607	2.9997596470688572
K562	xgboost	GTF2F1-PCBP1	3	Single Binders	0.06771910844255702	5565	1.4382409266768492
K562	xgboost	FMR1-FXR2	5	Single Binders	0.06375758947908883	4527	1.1699760422400893
K562	xgboost	CSTF2T-TAF15	3	Single Binders	0.06302296518478379	3567	0.9218697907378834
K562	linear	PUM2-QKI	6	Neither	0.058877406372442875	208365	53.85068655651782
HepG2	linear	HNRNPK-IGF2BP3	4	Single Binders	0.058698600095186904	3569	0.9428031023478941
HepG2	xgboost	QKI-RBFOX2	5	Single Binders	0.05856511852453283	9496	2.5085060969166717
K562	xgboost	EWSR1-RBM15	3	Single Binders	0.058206942250588756	5359	1.3850014602086675
K562	linear	U2AF1-U2AF2	3	Neither	0.0570941556294835	210427	54.383598109223605
K562	linear	GTF2F1-PCBP1	3	Neither	0.0565516289765996	210549	54.415128278685344
K562	linear	PTBP1-ZC3H8	5	Neither	0.05654238708271997	210783	54.47560417748901
K562	linear	RBM22-TIA1	3	Neither	0.056281830069273786	210115	54.3029635774854
K562	linear	IGF2BP2-PCBP1	2	Neither	0.05628094443340992	210551	54.41564516670931
HepG2	linear	RBM22-TIA1	5	Single Binders	0.056258396434747504	9369	2.474957205350916
K562	linear	IGF2BP2-PCBP1	4	Neither	0.05625333332881821	210979	54.52625920383738
K562	linear	CPSF6-RBM15	2	Neither	0.056170695355246325	210804	54.48103150174062
K562	linear	PTBP1-ZC3H8	6	Neither	0.0561220305079797	211095	54.55623870922722
K562	linear	HNRNPK-PCBP1	6	Neither	0.056047765667327276	210955	54.52005654754982
K562	linear	GTF2F1-PCBP1	4	Neither	0.055847460337080324	210670	54.44640000413511
K562	linear	HNRNPK-LARP4	2	Neither	0.05576326697842382	211222	54.58906109874887
K562	linear	FXR1-FXR2	1	Neither	0.055752996968343904	211198	54.582858442461315
K562	linear	CSTF2T-TAF15	4	Neither	0.055702290172112146	211184	54.57924022629358
K562	linear	FXR1-FXR2	5	Neither	0.055701751415567324	211056	54.546159392759954
K562	linear	U2AF1-U2AF2	5	Neither	0.055695928563307295	211209	54.58570132659312
K562	linear	IGF2BP2-PCBP1	3	Neither	0.0556925760289505	211029	54.539181404436455
K562	linear	FXR1-FXR2	3	Neither	0.05568996968691586	211218	54.58802732270095
K562	linear	FMR1-FXR2	5	Neither	0.05567392806873894	211223	54.58931954276085
K562	linear	U2AF1-U2AF2	1	Neither	0.05567069296411331	211229	54.59087020683274
K562	linear	HNRNPK-PCBP1	1	Neither	0.05566967394989508	211231	54.5913870948567
K562	linear	HNRNPK-PCBP1	5	Neither	0.05566967394989508	211231	54.5913870948567
K562	linear	EWSR1-NONO	3	Neither	0.05566967394989508	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	4	Neither	0.05566967394989508	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	6	Neither	0.05566967394989508	211231	54.5913870948567
K562	linear	PCBP1-RBFOX2	3	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	HNRNPK-PCBP1	2	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	5	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	EWSR1-NONO	6	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	EWSR1-NONO	5	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	EWSR1-RBM15	2	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	2	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	MBNL1-RBFOX2	2	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	CSTF2T-NONO	5	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	QKI-RBFOX2	3	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	CSTF2T-NONO	2	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	HNRNPK-U2AF2	5	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	MBNL1-RBFOX2	4	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	DDX42-RBFOX2	3	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	HNRNPK-QKI	3	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	PCBP1-QKI	3	Neither	0.05566967394989497	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	3	Neither	0.05566967394989486	211231	54.5913870948567
K562	linear	CSTF2T-NONO	6	Neither	0.05566967394989486	211231	54.5913870948567
K562	linear	CSTF2T-NONO	3	Neither	0.05566967394989486	211231	54.5913870948567
K562	linear	CSTF2T-TAF15	3	Neither	0.05566967394989475	211231	54.5913870948567
K562	linear	PCBP1-RBFOX2	6	Neither	0.05566967394989475	211231	54.5913870948567
K562	linear	HNRNPK-U2AF2	1	Neither	0.05566967394989475	211231	54.5913870948567
K562	linear	CSTF2T-NONO	1	Neither	0.05566967394989464	211231	54.5913870948567
K562	linear	EWSR1-NONO	2	Neither	0.05566967394989464	211231	54.5913870948567
K562	linear	EWSR1-NONO	4	Neither	0.05566967394989464	211231	54.5913870948567
K562	linear	HNRNPK-PCBP1	3	Neither	0.05566967394989464	211231	54.5913870948567
K562	linear	PCBP1-RBFOX2	4	Neither	0.05566967394989464	211231	54.5913870948567
K562	linear	DDX42-U2AF2	4	Neither	0.05566967394989453	211231	54.5913870948567
K562	linear	CSTF2T-NONO	4	Neither	0.05566967394989453	211231	54.5913870948567
K562	linear	CSTF2T-EWSR1	1	Neither	0.05566967394989453	211231	54.5913870948567
K562	linear	EWSR1-NONO	1	Neither	0.055669673949894416	211231	54.5913870948567
K562	linear	MBNL1-RBFOX2	5	Neither	0.0556696224301223	211230	54.59112865084472
K562	linear	MBNL1-RBFOX2	3	Neither	0.05566762697356231	211229	54.59087020683274
K562	linear	FMR1-FXR2	1	Neither	0.0556648155891154	211230	54.59112865084472
K562	linear	FXR1-FXR2	2	Neither	0.05566030069659256	211034	54.54047362449636
K562	linear	MBNL1-RBFOX2	1	Neither	0.05566029189573429	211230	54.59112865084472
K562	linear	U2AF1-U2AF2	4	Neither	0.05565123231206981	211175	54.57691423018575
K562	linear	FMR1-FXR2	4	Neither	0.055647803510040506	211100	54.55753092928713
K562	linear	IGF2BP2-PCBP1	5	Neither	0.055647031345070985	211177	54.57743111820971
K562	linear	APOBEC3C-PCBP1	1	Neither	0.05563720118008497	211212	54.58647665862906
K562	linear	RBFOX2-SF3B4	6	Neither	0.05561480871197233	205838	53.19759853824066
K562	linear	FXR1-FXR2	6	Neither	0.055601727956376634	211040	54.54202428856825
K562	linear	EWSR1-RBM15	3	Neither	0.055564301544950956	211047	54.54383339665212
K562	linear	FMR1-FXR2	3	Neither	0.05550688074369525	211093	54.555721821203264
K562	linear	FMR1-FXR2	6	Neither	0.055469076227502856	210757	54.468884633177495
K562	linear	FXR1-FXR2	4	Neither	0.0554655773144731	211068	54.549260720903725
K562	linear	QKI-RBFOX2	1	Neither	0.05540044702310376	210962	54.5218656556337
K562	linear	RBM22-TIA1	4	Neither	0.05539975152687926	210177	54.31898710622824
K562	linear	RBM22-TIA1	2	Neither	0.055339080420200526	208359	53.84913589244594
K562	linear	PTBP1-ZC3H8	3	Neither	0.055191457410288636	210386	54.37300190473236
K562	linear	RBFOX2-SF3B4	3	Neither	0.055116945558356445	209782	54.21690172149556
K562	linear	IGF2BP2-PCBP1	1	Neither	0.05511659616295317	211037	54.54124895653231
K562	linear	RBFOX2-SF3B4	6	Single Binders	0.05504518497180244	36741	9.495491444210984
K562	linear	FMR1-FXR2	2	Neither	0.0549847247507812	210984	54.52755142389728
K562	linear	CPSF6-RBM15	5	Neither	0.05495902094736138	208613	53.91478067148924
K562	linear	APOBEC3C-PCBP1	2	Neither	0.05487363360016928	210857	54.49472903437563
K562	linear	IGF2BP2-PCBP1	6	Neither	0.05478127345204831	210058	54.28823226880245
K562	linear	HNRNPK-PCBP1	4	Neither	0.05469794243273829	211093	54.555721821203264
K562	linear	CPSF6-RBM15	4	Neither	0.054620372755481594	209632	54.17813511969835
K562	linear	U2AF1-U2AF2	2	Neither	0.054497562001111	208654	53.92537687598047
K562	linear	RBFOX2-SF3B4	1	Neither	0.05449329271724257	208982	54.01014651191039
K562	linear	RBFOX2-SF3B4	5	Neither	0.054021998952019756	207838	53.714486562203604
K562	linear	RBM22-TIA1	6	Neither	0.05392317985177508	209823	54.2274979259868
K562	linear	RBM22-TIA1	1	Neither	0.053920462472266784	209667	54.1871806601177
K562	xgboost	EWSR1-NONO	6	Single Binders	0.05379005116904434	2001	0.5171464679749103
K562	linear	CPSF6-RBM15	6	Neither	0.053122212043858474	208301	53.83414613975101
K562	linear	RBFOX2-SF3B4	4	Neither	0.05310417970671577	208680	53.932096420291984
K562	linear	IGF2BP2-PCBP1	2	Single Binders	0.05298972835328053	8959	2.3153999033419392
K562	linear	RBM22-TIA1	5	Neither	0.052890093717229636	208988	54.01169717598228
K562	linear	U2AF1-U2AF2	6	Neither	0.05281332649955217	207319	53.580354119985216
HepG2	xgboost	HNRNPK-PCBP1	3	Single Binders	0.04786546864095065	4491	1.1863627718252712
K562	xgboost	CSTF2T-EWSR1	3	Single Binders	0.04732731895861564	3824	0.9882899018171197
HepG2	linear	PCBP2-QKI	5	Single Binders	0.04584803560977202	6741	1.7807328979902364
HepG2	linear	RBFOX2-SF3B4	1	Single Binders	0.04547294682176739	12059	3.185559711743697
K562	linear	RBFOX2-SF3B4	2	Neither	0.044673596255633496	201000	51.94724640827434
K562	xgboost	HNRNPK-PCBP1	1	Single Binders	0.04430377412353148	2743	0.7089119248651569
K562	linear	U2AF1-U2AF2	5	Single Binders	0.04327197989977094	11026	2.8496036761076264
HepG2	linear	U2AF1-U2AF2	5	Same Pos. PPI	0.04182653659264457	1456	0.3846235127538621
K562	xgboost	FXR1-FXR2	3	Single Binders	0.04017231819623779	3026	0.7820515802559113
K562	linear	RBM22-TIA1	5	Single Binders	0.040129710112450034	8956	2.314624571305995
K562	xgboost	U2AF1-U2AF2	2	Single Binders	0.03935428548059394	10517	2.718055674009061
HepG2	xgboost	RBM22-TIA1	2	Single Binders	0.035946561171221636	10604	2.8012003634903526
K562	xgboost	APOBEC3C-PCBP1	2	Single Binders	0.03564742804410248	4752	1.2281259449359188
K562	linear	CSTF2T-NONO	1	Same Pos. PPI	0.03284587235098202	347	0.08968007215756815
K562	xgboost	PCBP1-QKI	3	Single Binders	0.03160901907252012	4130	1.067373769483448
HepG2	linear	PCBP2-RBFOX2	3	Single Binders	0.03146773904765854	10666	2.817578562522454
K562	linear	CPSF6-RBM15	6	Single Binders	0.03129917262896709	13903	3.5931470985783
K562	xgboost	CSTF2T-EWSR1	6	Single Binders	0.030405493125737815	1978	0.5112022556993365
K562	linear	CSTF2T-NONO	6	Single Binders	0.029947792148625085	3077	0.7952322248669659
HepG2	linear	QKI-RBFOX2	5	Single Binders	0.026733047705400192	9496	2.5085060969166717
K562	linear	EWSR1-NONO	4	Single Binders	0.025920975463978535	2412	0.6233669568992921
HepG2	xgboost	PCBP1-PTBP1	3	Same Pos. PPI	0.024022987593593115	72	0.019019844037278896
HepG2	linear	HNRNPK-U2AF2	2	Single Binders	0.0235832095001296	32664	8.628669244912192
HepG2	linear	RBFOX2-SF3B4	4	Single Binders	0.022426390984712885	14227	3.7582683488662063
K562	xgboost	FXR1-FXR2	3	Same Pos. PPI	0.021002067915501965	909	0.23492560689115116
K562	linear	HNRNPK-PCBP1	6	Single Binders	0.020641415503283245	3829	0.9895821218770272
HepG2	linear	FUBP3-RBFOX2	6	Single Binders	0.019462801007818054	4956	1.3091992645660304
K562	linear	HNRNPK-U2AF2	5	Single Binders	0.01772430712761719	14618	3.777934567145046
K562	linear	RBFOX2-SF3B4	5	Single Binders	0.016987792930932444	41572	10.744034466093439
HepG2	xgboost	U2AF1-U2AF2	4	Same Pos. PPI	0.016077331092891	5499	1.4526405883471756
HepG2	xgboost	RBM15-SRSF9	6	Single Binders	0.015576839606878501	3152	0.8326465056319873
HepG2	linear	HNRNPK-IGF2BP3	6	Single Binders	0.015469292543436097	3724	0.9837485999281472
K562	linear	CPSF6-RBM15	5	Single Binders	0.015166264035626598	10793	2.7893862213159455
K562	xgboost	U2AF1-U2AF2	3	Same Pos. PPI	0.009693413189377442	1741	0.44995102485972954
K562	xgboost	PUM2-QKI	6	Single Binders	0.009618960214181516	4999	1.2919616158953404
K562	linear	HNRNPK-PCBP1	3	Single Binders	0.006992859375799854	4719	1.2195972925405305
HepG2	linear	HNRNPK-PCBP1	5	Single Binders	0.006833661277998115	3068	0.8104566875884952
K562	xgboost	EWSR1-NONO	6	Same Pos. PPI	0.006577844741548988	370	0.09562428443314183
HepG2	linear	RBFOX2-SF3B4	2	Single Binders	0.006176543206789287	19719	5.209059785709757
K562	linear	CSTF2T-EWSR1	2	Single Binders	0.003669967610495317	3573	0.9234204548097723
HepG2	linear	U2AF1-U2AF2	4	Same Pos. PPI	0.0030560693468176803	5499	1.4526405883471756
HepG2	linear	RBFOX2-SF3B4	3	Single Binders	0.0021149232851266353	18342	4.845305268496798
HepG2	linear	QKI-RBFOX2	4	Single Binders	0.00023390052329153033	9405	2.4844671273695553
K562	xgboost	PTBP1-ZC3H8	6	Same Pos. PPI	0.00020605643410886998	50	0.01292220059907322
K562	xgboost	PTBP1-ZC3H8	5	Same Pos. PPI	0.00020605643410886998	50	0.01292220059907322
K562	linear	EWSR1-NONO	3	Single Binders	-0.0010725010981018634	2708	0.6998663844458056
K562	xgboost	RBM22-TIA1	2	Single Binders	-0.004273851143247853	12063	3.117610116532405
K562	xgboost	MBNL1-RBFOX2	2	Single Binders	-0.006915156873068984	2947	0.7616345033093757
K562	linear	DDX42-RBFOX2	3	Single Binders	-0.007107687446586297	4566	1.1800553587073663
HepG2	xgboost	HNRNPK-U2AF2	3	Same Pos. PPI	-0.007630621427880069	366	0.09668420718950105
HepG2	xgboost	PCBP2-QKI	5	Single Binders	-0.009770436534823235	6741	1.7807328979902364
K562	xgboost	HNRNPK-PCBP1	3	Same Pos. PPI	-0.011793527137510917	809	0.2090812056930047
HepG2	xgboost	HNRNPK-PCBP1	1	Single Binders	-0.015719281551773268	1772	0.468099494917475
K562	linear	RBFOX2-SF3B4	1	Single Binders	-0.022707271038610255	22532	5.823260477966356
HepG2	linear	PCBP1-RBFOX2	6	Single Binders	-0.023919578101988526	3384	0.893932669752108
K562	linear	CSTF2T-NONO	5	Same Pos. PPI	-0.02924355944133894	730	0.188664128746469
K562	xgboost	FMR1-FXR2	3	Single Binders	-0.03119939057109522	2919	0.7543980709738946
K562	linear	RBM22-TIA1	2	Single Binders	-0.034644199526102426	12063	3.117610116532405
K562	xgboost	IGF2BP2-PCBP1	5	Single Binders	-0.035136130153013534	3151	0.8143570817535942
K562	xgboost	RBM22-TIA1	3	Single Binders	-0.03698883736125613	7287	1.883281515308931
K562	linear	QKI-RBFOX2	3	Single Binders	-0.037766204433980155	5768	1.4907050611090866
K562	linear	CSTF2T-NONO	5	Single Binders	-0.03778381095713823	4711	1.2175297404446788
K562	linear	EWSR1-RBM15	3	Same Pos. PPI	-0.03845318480000448	91	0.02351840509031326
HepG2	linear	PTBP1-QKI	4	Single Binders	-0.04068498836817791	6302	1.6647646822629387
K562	linear	U2AF1-U2AF2	3	Single Binders	-0.040823042088623085	6516	1.684021182071222
K562	linear	EWSR1-RBM15	2	Single Binders	-0.04102182083298955	16539	4.274405514161439
K562	linear	CSTF2T-NONO	1	Single Binders	-0.04456315668239652	2682	0.6931468401342875
K562	linear	CPSF6-RBM15	2	Single Binders	-0.05008828043156632	16357	4.227368703980813
K562	linear	IGF2BP2-PCBP1	5	Same Pos. PPI	-0.051368917561680716	300	0.07753320359443931
HepG2	linear	PCBP1-RBFOX2	3	Single Binders	-0.05161198207245299	8383	2.2144910078404023
HepG2	linear	RBFOX2-SF3B4	6	Single Binders	-0.05281155712506602	13755	3.633582704621822
HepG2	xgboost	RBFOX2-SF3B4	5	Same Pos. PPI	-0.05308701342851574	2077	0.5486696675753925
